Order Date,Ship Date,Ship Mode,Segment,Country,City,State,Region,Category,Sub-Category,Sales,Quantity,Discount,Profit,Order_Year,Order_Month,Order_Quarter,Order_Week,Order_DayOfWeek,Order_DayOfWeek_Name,Ship_Year,Ship_Month,Ship_Quarter,Ship_Week,Ship_DayOfWeek,Shipping_Duration,Is_Weekend_Order,Is_Holiday_Season,Price_Per_Unit,Profit_Margin,Profit_Per_Unit,Has_Discount,Log_Sales,Log_Profit,Log_Quantity,Ship Mode_Encoded,Segment_Encoded,Country_Encoded,City_Encoded,State_Encoded,Region_Encoded,Category_Encoded,Sub-Category_Encoded,Sales_Per_Quantity,Discount_x_Quantity,Discount_x_Sales,Region_Category,Category_Avg_Profit,SubCategory_Avg_Sales,Region_Avg_Discount
2015-09-25,2015-09-30,Standard Class,Consumer,United States,Orem,Utah,West,Furniture,Tables,1044.63,3,0.0,240.2649,2015,9,3,39,4,Friday,2015,9,3,40,2,5,0,0,348.21000000000004,0.22999999999999998,80.0883,0,6.952374853558705,5.485895499969954,1.3862943611198906,3,0,0,351,42,3,0,16,348.21000000000004,0.0,0.0,West_Furniture,8.699327109853842,648.7947711598746,0.10933499843896347
2016-01-16,2016-01-20,Second Class,Consumer,United States,Los Angeles,California,West,Office Supplies,Binders,11.648,2,0.2,4.2224,2016,1,1,2,5,Saturday,2016,1,1,3,2,4,1,0,5.824,0.36250000000000004,2.1112,1,2.537499099907171,1.652957066347596,1.0986122886681098,2,0,0,266,3,3,1,3,5.824,0.4,2.3296,West_Office Supplies,20.3270495851311,133.56056007879187,0.10933499843896347
2016-01-16,2016-01-20,Second Class,Consumer,United States,Los Angeles,California,West,Technology,Accessories,90.57,3,0.0,11.7741,2016,1,1,2,5,Saturday,2016,1,1,3,2,4,1,0,30.189999999999998,0.13,3.9247,0,4.517103707119641,2.547419683510196,1.3862943611198906,2,0,0,266,3,3,2,0,30.189999999999998,0.0,0.0,West_Technology,78.75200221981592,215.97460387096774,0.10933499843896347
2015-09-17,2015-09-21,Standard Class,Consumer,United States,Philadelphia,Pennsylvania,East,Furniture,Bookcases,3083.43,7,0.5,-1665.0522,2015,9,3,38,3,Thursday,2015,9,3,39,0,4,0,0,440.48999999999995,-0.54,-237.86460000000002,1,8.034122154276439,,2.0794415416798357,3,0,0,374,36,1,0,4,440.48999999999995,3.5,1541.715,East_Furniture,8.699327109853842,503.8596328947368,0.14536516853932585
2015-09-17,2015-09-21,Standard Class,Consumer,United States,Philadelphia,Pennsylvania,East,Office Supplies,Binders,9.618,2,0.7,-7.0532,2015,9,3,38,3,Thursday,2015,9,3,39,0,4,0,0,4.809,-0.7333333333333334,-3.5266,1,2.3625506741614797,,1.0986122886681098,3,0,0,374,36,1,1,3,4.809,1.4,6.7326,East_Office Supplies,20.3270495851311,133.56056007879187,0.14536516853932585
2015-09-17,2015-09-21,Standard Class,Consumer,United States,Philadelphia,Pennsylvania,East,Furniture,Furnishings,124.2,3,0.2,15.525,2015,9,3,38,3,Thursday,2015,9,3,39,0,4,0,0,41.4,0.125,5.175,1,4.829912458665998,2.80487438573775,1.3862943611198906,3,0,0,374,36,1,0,9,41.4,0.6000000000000001,24.840000000000003,East_Furniture,8.699327109853842,95.82566771159875,0.14536516853932585
2015-09-17,2015-09-21,Standard Class,Consumer,United States,Philadelphia,Pennsylvania,East,Office Supplies,Envelopes,3.264,2,0.2,1.1016,2015,9,3,38,3,Thursday,2015,9,3,39,0,4,0,0,1.632,0.3375,0.5508,1,1.4502076868635434,0.7426989593891931,1.0986122886681098,3,0,0,374,36,1,1,7,1.632,0.4,0.6528,East_Office Supplies,20.3270495851311,64.86772440944881,0.14536516853932585
2015-09-17,2015-09-21,Standard Class,Consumer,United States,Philadelphia,Pennsylvania,East,Office Supplies,Art,86.304,6,0.2,9.7092,2015,9,3,38,3,Thursday,2015,9,3,39,0,4,0,0,14.384,0.11249999999999999,1.6181999999999999,1,4.4693962808107885,2.3711031851244466,1.9459101490553132,3,0,0,374,36,1,1,2,14.384,1.2000000000000002,17.2608,East_Office Supplies,20.3270495851311,34.068834170854274,0.14536516853932585
2015-09-17,2015-09-21,Standard Class,Consumer,United States,Philadelphia,Pennsylvania,East,Office Supplies,Binders,6.858,6,0.7,-5.715,2015,9,3,38,3,Thursday,2015,9,3,39,0,4,0,0,1.143,-0.8333333333333334,-0.9525,1,2.061532121136268,,1.9459101490553132,3,0,0,374,36,1,1,3,1.143,4.199999999999999,4.800599999999999,East_Office Supplies,20.3270495851311,133.56056007879187,0.14536516853932585
2015-09-17,2015-09-21,Standard Class,Consumer,United States,Philadelphia,Pennsylvania,East,Office Supplies,Art,15.76,2,0.2,3.546,2015,9,3,38,3,Thursday,2015,9,3,39,0,4,0,0,7.88,0.22499999999999998,1.773,1,2.818995095053937,1.5142477254303515,1.0986122886681098,3,0,0,374,36,1,1,2,7.88,0.4,3.152,East_Office Supplies,20.3270495851311,34.068834170854274,0.14536516853932585
2017-10-19,2017-10-23,Second Class,Home Office,United States,Houston,Texas,Central,Office Supplies,Paper,29.472,3,0.2,9.9468,2017,10,4,42,3,Thursday,2017,10,4,43,0,4,0,0,9.824,0.33749999999999997,3.3156,1,3.416808229176303,2.3930471761099046,1.3862943611198906,2,2,0,207,41,0,1,12,9.824,0.6000000000000001,5.894400000000001,Central_Office Supplies,20.3270495851311,57.284091970802926,0.24035299182092124
2016-12-08,2016-12-10,First Class,Corporate,United States,Richardson,Texas,Central,Technology,Phones,1097.544,7,0.2,123.4737,2016,12,4,49,3,Thursday,2016,12,4,49,5,2,0,1,156.792,0.11249999999999999,17.6391,1,7.001740945642436,4.824094448609479,2.0794415416798357,0,1,0,406,41,0,2,13,156.792,1.4000000000000001,219.50880000000004,Central_Technology,78.75200221981592,371.21153430821147,0.24035299182092124
2016-12-08,2016-12-10,First Class,Corporate,United States,Richardson,Texas,Central,Furniture,Furnishings,190.92,5,0.6,-147.963,2016,12,4,49,3,Thursday,2016,12,4,49,5,2,0,1,38.184,-0.775,-29.592599999999997,1,5.257078618531439,,1.791759469228055,0,1,0,406,41,0,0,9,38.184,3.0,114.55199999999999,Central_Furniture,8.699327109853842,95.82566771159875,0.24035299182092124
2015-12-27,2015-12-31,Standard Class,Home Office,United States,Houston,Texas,Central,Office Supplies,Envelopes,113.328,9,0.2,35.415,2015,12,4,52,6,Sunday,2015,12,4,53,3,4,1,1,12.592,0.3125,3.935,1,4.739071510179493,3.5949807776698783,2.302585092994046,3,2,0,207,41,0,1,7,12.592,1.8,22.6656,Central_Office Supplies,20.3270495851311,64.86772440944881,0.24035299182092124
2015-12-27,2015-12-31,Standard Class,Home Office,United States,Houston,Texas,Central,Furniture,Bookcases,532.3992,3,0.32,-46.9764,2015,12,4,52,6,Sunday,2015,12,4,53,3,4,1,1,177.4664,-0.08823529411764706,-15.6588,1,6.279270111934266,,1.3862943611198906,3,2,0,207,41,0,0,4,177.4664,0.96,170.367744,Central_Furniture,8.699327109853842,503.8596328947368,0.24035299182092124
2015-12-27,2015-12-31,Standard Class,Home Office,United States,Houston,Texas,Central,Furniture,Chairs,212.058,3,0.3,-15.147,2015,12,4,52,6,Sunday,2015,12,4,53,3,4,1,1,70.68599999999999,-0.07142857142857144,-5.049,1,5.361564429111865,,1.3862943611198906,3,2,0,207,41,0,0,5,70.68599999999999,0.8999999999999999,63.617399999999996,Central_Furniture,8.699327109853842,532.3324197730956,0.24035299182092124
2015-12-27,2015-12-31,Standard Class,Home Office,United States,Houston,Texas,Central,Technology,Phones,371.168,4,0.2,41.7564,2015,12,4,52,6,Sunday,2015,12,4,53,3,4,1,1,92.792,0.1125,10.4391,1,5.919345365229957,3.7555188917800435,1.6094379124341003,3,2,0,207,41,0,2,13,92.792,0.8,74.23360000000001,Central_Technology,78.75200221981592,371.21153430821147,0.24035299182092124
2017-09-10,2017-09-15,Standard Class,Corporate,United States,Naperville,Illinois,Central,Technology,Phones,147.168,4,0.2,16.5564,2017,9,3,36,6,Sunday,2017,9,3,37,4,5,1,0,36.792,0.11249999999999999,4.1391,1,4.998346765120501,2.8654185557997414,1.6094379124341003,3,1,0,321,11,0,2,13,36.792,0.8,29.433600000000002,Central_Technology,78.75200221981592,371.21153430821147,0.24035299182092124
2016-07-17,2016-07-22,Standard Class,Corporate,United States,Los Angeles,California,West,Office Supplies,Storage,77.88,2,0.0,3.894,2016,7,3,28,6,Sunday,2016,7,3,29,4,5,1,0,38.94,0.05,1.947,0,4.36792771029438,1.58800996502048,1.0986122886681098,3,1,0,266,3,3,1,14,38.94,0.0,0.0,West_Office Supplies,20.3270495851311,264.5905531914894,0.10933499843896347
2017-09-19,2017-09-23,Standard Class,Corporate,United States,Melbourne,Florida,South,Office Supplies,Storage,95.616,2,0.2,9.5616,2017,9,3,38,1,Tuesday,2017,9,3,38,5,4,0,0,47.808,0.1,4.7808,1,4.570744358973074,2.3572247819523695,1.0986122886681098,3,1,0,288,8,2,1,14,47.808,0.4,19.1232,South_Office Supplies,20.3270495851311,264.5905531914894,0.1472530864197531
2016-03-11,2016-03-13,First Class,Corporate,United States,Eagan,Minnesota,Central,Technology,Accessories,45.98,2,0.0,19.7714,2016,3,1,10,4,Friday,2016,3,1,10,6,2,0,0,22.99,0.43000000000000005,9.8857,0,3.849721979230767,3.0335770405273412,1.0986122886681098,0,1,0,129,21,0,2,0,22.99,0.0,0.0,Central_Technology,78.75200221981592,215.97460387096774,0.24035299182092124
2016-03-11,2016-03-13,First Class,Corporate,United States,Eagan,Minnesota,Central,Office Supplies,Binders,17.46,2,0.0,8.2062,2016,3,1,10,4,Friday,2016,3,1,10,6,2,0,0,8.73,0.47000000000000003,4.1031,0,2.9156062290747062,2.2198771701210473,1.0986122886681098,0,1,0,129,21,0,1,3,8.73,0.0,0.0,Central_Office Supplies,20.3270495851311,133.56056007879187,0.24035299182092124
2014-10-20,2014-10-25,Second Class,Consumer,United States,Westland,Michigan,Central,Office Supplies,Storage,211.96,4,0.0,8.4784,2014,10,4,43,0,Monday,2014,10,4,43,5,5,0,0,52.99,0.04,2.1196,0,5.361104354646802,2.249015525651288,1.6094379124341003,2,0,0,516,20,0,1,14,52.99,0.0,0.0,Central_Office Supplies,20.3270495851311,264.5905531914894,0.24035299182092124
2016-06-20,2016-06-25,Standard Class,Consumer,United States,Dover,Delaware,East,Technology,Accessories,45.0,3,0.0,4.95,2016,6,2,25,0,Monday,2016,6,2,25,5,5,0,0,15.0,0.11,1.6500000000000001,0,3.828641396489095,1.7833912195575383,1.3862943611198906,3,0,0,124,6,1,2,0,15.0,0.0,0.0,East_Technology,78.75200221981592,215.97460387096774,0.14536516853932585
2016-06-20,2016-06-25,Standard Class,Consumer,United States,Dover,Delaware,East,Technology,Phones,21.8,2,0.0,6.104,2016,6,2,25,0,Monday,2016,6,2,25,5,5,0,0,10.9,0.27999999999999997,3.052,0,3.126760535960395,1.960658005689869,1.0986122886681098,3,0,0,124,6,1,2,13,10.9,0.0,0.0,East_Technology,78.75200221981592,371.21153430821147,0.14536516853932585
2015-04-18,2015-04-22,Standard Class,Consumer,United States,New Albany,Indiana,Central,Office Supplies,Binders,38.22,6,0.0,17.9634,2015,4,2,16,5,Saturday,2015,4,2,17,2,4,1,0,6.37,0.47000000000000003,2.9939,0,3.6691868207682004,2.9425108056446034,1.9459101490553132,3,0,0,324,12,0,1,3,6.37,0.0,0.0,Central_Office Supplies,20.3270495851311,133.56056007879187,0.24035299182092124
2015-04-18,2015-04-22,Standard Class,Consumer,United States,New Albany,Indiana,Central,Office Supplies,Labels,75.18,6,0.0,35.3346,2015,4,2,16,5,Saturday,2015,4,2,17,2,4,1,0,12.530000000000001,0.47,5.8891,0,4.333098961050458,3.5927704553386763,1.9459101490553132,3,0,0,324,12,0,1,10,12.530000000000001,0.0,0.0,Central_Office Supplies,20.3270495851311,34.303054945054946,0.24035299182092124
2015-04-18,2015-04-22,Standard Class,Consumer,United States,New Albany,Indiana,Central,Furniture,Furnishings,6.16,2,0.0,2.9568,2015,4,2,16,5,Saturday,2015,4,2,17,2,4,1,0,3.08,0.48,1.4784,0,1.9685099809725544,1.3754356177850147,1.0986122886681098,3,0,0,324,12,0,0,9,3.08,0.0,0.0,Central_Furniture,8.699327109853842,95.82566771159875,0.24035299182092124
2015-04-18,2015-04-22,Standard Class,Consumer,United States,New Albany,Indiana,Central,Furniture,Chairs,89.99,1,0.0,17.0981,2015,4,2,16,5,Saturday,2015,4,2,17,2,4,1,0,89.99,0.19,17.0981,0,4.5107496103686,2.895806960386104,0.6931471805599453,3,0,0,324,12,0,0,5,89.99,0.0,0.0,Central_Furniture,8.699327109853842,532.3324197730956,0.24035299182092124
2016-12-11,2016-12-17,Standard Class,Corporate,United States,New York City,New York,East,Office Supplies,Fasteners,15.26,7,0.0,6.2566,2016,12,4,49,6,Sunday,2016,12,4,50,5,6,1,1,2.18,0.41,0.8937999999999999,0,2.7887081041196646,1.9819113995816215,2.0794415416798357,3,1,0,329,30,1,1,8,2.18,0.0,0.0,East_Office Supplies,20.3270495851311,13.936774193548388,0.14536516853932585
2016-12-11,2016-12-17,Standard Class,Corporate,United States,New York City,New York,East,Technology,Phones,1029.95,5,0.0,298.6855,2016,12,4,49,6,Sunday,2016,12,4,50,5,6,1,1,205.99,0.29,59.7371,0,6.938235986235724,5.702733591437136,1.791759469228055,3,1,0,329,30,1,2,13,205.99,0.0,0.0,East_Technology,78.75200221981592,371.21153430821147,0.14536516853932585
2016-06-17,2016-06-18,First Class,Consumer,United States,Troy,New York,East,Office Supplies,Storage,208.56,6,0.0,52.14,2016,6,2,24,4,Friday,2016,6,2,24,5,1,0,0,34.76,0.25,8.69,0,5.345010094540019,3.9729299403316674,1.9459101490553132,0,0,0,488,30,1,1,14,34.76,0.0,0.0,East_Office Supplies,20.3270495851311,264.5905531914894,0.14536516853932585
2016-06-17,2016-06-18,First Class,Consumer,United States,Troy,New York,East,Office Supplies,Paper,32.4,5,0.0,15.552,2016,6,2,24,4,Friday,2016,6,2,24,5,1,0,0,6.4799999999999995,0.48,3.1104,0,3.5085558999826545,2.8065069404432417,1.791759469228055,0,0,0,488,30,1,1,12,6.4799999999999995,0.0,0.0,East_Office Supplies,20.3270495851311,57.284091970802926,0.14536516853932585
2016-06-17,2016-06-18,First Class,Consumer,United States,Troy,New York,East,Furniture,Chairs,319.41,5,0.1,7.098,2016,6,2,24,4,Friday,2016,6,2,24,5,1,0,0,63.882000000000005,0.02222222222222222,1.4196,1,5.769601425693419,2.091617117609969,1.791759469228055,0,0,0,488,30,1,0,5,63.882000000000005,0.5,31.941000000000003,East_Furniture,8.699327109853842,532.3324197730956,0.14536516853932585
2016-06-17,2016-06-18,First Class,Consumer,United States,Troy,New York,East,Office Supplies,Paper,14.56,2,0.0,6.9888,2016,6,2,24,4,Friday,2016,6,2,24,5,1,0,0,7.28,0.48,3.4944,0,2.7447035187502458,2.0780405607642076,1.0986122886681098,0,0,0,488,30,1,1,12,7.28,0.0,0.0,East_Office Supplies,20.3270495851311,57.284091970802926,0.14536516853932585
2016-06-17,2016-06-18,First Class,Consumer,United States,Troy,New York,East,Technology,Accessories,30.0,2,0.0,3.3,2016,6,2,24,4,Friday,2016,6,2,24,5,1,0,0,15.0,0.11,1.65,0,3.4339872044851463,1.4586150226995167,1.0986122886681098,0,0,0,488,30,1,2,0,15.0,0.0,0.0,East_Technology,78.75200221981592,215.97460387096774,0.14536516853932585
2016-06-17,2016-06-18,First Class,Consumer,United States,Troy,New York,East,Office Supplies,Binders,48.48,4,0.2,16.362,2016,6,2,24,4,Friday,2016,6,2,24,5,1,0,0,12.12,0.33749999999999997,4.0905,1,3.901568547524287,2.8542839099696162,1.6094379124341003,0,0,0,488,30,1,1,3,12.12,0.8,9.696,East_Office Supplies,20.3270495851311,133.56056007879187,0.14536516853932585
2016-06-17,2016-06-18,First Class,Consumer,United States,Troy,New York,East,Office Supplies,Art,1.68,1,0.0,0.84,2016,6,2,24,4,Friday,2016,6,2,24,5,1,0,0,1.68,0.5,0.84,0,0.9858167945227653,0.6097655716208943,0.6931471805599453,0,0,0,488,30,1,1,2,1.68,0.0,0.0,East_Office Supplies,20.3270495851311,34.068834170854274,0.14536516853932585
2015-11-24,2015-11-30,Standard Class,Consumer,United States,Los Angeles,California,West,Technology,Accessories,13.98,2,0.0,6.1512,2015,11,4,48,1,Tuesday,2015,11,4,49,0,6,0,1,6.99,0.44,3.0756,0,2.7067159780890733,1.9672801747915059,1.0986122886681098,3,0,0,266,3,3,2,0,6.99,0.0,0.0,West_Technology,78.75200221981592,215.97460387096774,0.10933499843896347
2015-11-24,2015-11-30,Standard Class,Consumer,United States,Los Angeles,California,West,Office Supplies,Binders,25.824,6,0.2,9.3612,2015,11,4,48,1,Tuesday,2015,11,4,49,0,6,0,1,4.304,0.3625,1.5602,1,3.2892970091639273,2.3380680602393773,1.9459101490553132,3,0,0,266,3,3,1,3,4.304,1.2000000000000002,5.1648000000000005,West_Office Supplies,20.3270495851311,133.56056007879187,0.10933499843896347
